x,y,z
8.34044009405148,9.58873988137183,209.00852403785387
14.406489868843162,13.64881572741858,325.4498177656917
0.0022874963468977327,0.5905816602662953,1.6517778449597937
6.046651452636795,6.3935107874857815,141.46490365671377
2.935117816342261,4.30215052053637,83.20450639846248
1.846771895375956,2.5204879701409966,47.51646541177866
3.725204227553418,2.4336415247549734,58.32325321483187
6.911214540860955,6.06297062581364,143.97075979727572
7.935349484613399,7.7687499126640684,178.0105000562034
10.776334680067139,11.693530700611161,264.2132916150484
8.383890288065896,8.464140875810653,193.32760229424585
13.70439000793519,13.93262878137323,323.0160359346593
4.089044994630349,3.2085681983808185,75.58739874410078
17.562348727818907,17.840477573527348,417.33771365371416
0.5477518639585233,0.47759509064049566,5.235451236081164
13.409350203568044,14.03893813020435,322.73556708574324
8.34609604734254,6.532672484387598,162.58270628671835
11.173796568915034,12.721245145641264,284.0383575366653
2.8077387719046754,3.1327961994700697,63.387116451424546
3.962029781697576,3.7501168585968787,82.93094028985783
16.014891373510732,14.468167305115884,350.7652011335725
19.36523151438795,20.410432141536532,473.0824915326152
6.268483563184857,7.278859043764411,156.25905549030543
13.846452313386282,13.917288957330866,325.27880649395945
17.527783045920767,18.24537287173247,423.2614483555708
17.892133270076947,17.641428360530558,415.15717421383994
1.7008842273955582,1.6493542995908386,32.59622568746035
0.7810956646576472,0.794224571630158,12.430777871468493
3.396608391291378,3.5988474467380422,75.42210143158634
17.56285006858826,18.017802310120747,420.5647840297152
1.966936676661002,1.5676685047414103,31.90854066898839
8.422152500101044,8.603219916720825,195.84214119396617
19.15779060301004,19.965278553038292,464.45004024188614
10.663305699460341,11.47584088798754,259.5007217371101
13.837542279009467,14.048444310416961,326.48040765581175
6.310312620121259,6.732091774771746,148.36241209124356
13.730018553631673,14.311943737407113,329.45188933630413
16.692513437947458,16.282305920265678,384.51337973828987
0.3657655468838361,2.6626316493167606,37.611848394772
15.00288629889935,16.691383353095627,378.2070301263841
19.777221778129896,20.403033249039915,476.319946467094
14.963313087596788,13.351949274808442,324.2485381500228
5.608879841288104,5.668977579185903,127.47555164318692
15.785586569029771,16.248007359002532,378.6552969537545
2.0645201315528405,2.7493566219699286,51.72354955368682
8.957870523518103,8.362410193433712,196.3779278251286
18.17191006186191,19.170961301615794,441.27268569667683
5.8722829674735895,5.564112226834489,126.79799695747113
5.755506771726974,6.121345114819996,135.02773145316561
2.6005714423655535,4.208078486820576,77.72926671937044
0.3873391574059415,0.14916178949105013,-1.5350075822634208
13.576710658797818,13.23588237559572,310.79378386038366
4.232562320001181,4.720156526100164,101.37121941760205
5.310933187444524,7.050006215337419,146.47066901437947
9.831463185606765,9.90043299053599,228.98262632623104
1.0672509023416077,1.540492293362563,24.71905589533346
11.482352109840262,10.831997087541778,255.58563724130232
2.934571498116203,2.155464543082064,48.403467755855516
11.786110738065684,11.008448029231769,261.56482755314244
13.995167200418624,14.617729997548171,338.61261851807024
2.046688576556517,2.47425065032485,46.17374527618281
8.281119756391366,8.355129356987279,190.86930569708693
13.888003154554902,13.434834551281792,317.2998048486378
8.283585390538054,8.887739031618125,199.54728008008573
0.9990691789217432,3.384274993407135,53.47925809040567
10.717928118310232,10.59404478908966,246.52621819800723
13.275892904395777,12.951699231137654,305.6582968157942
10.297782241166171,10.608536472246575,241.68834287172808
18.891895119816265,21.353523431218022,484.6459787599318
11.731100810039859,11.41497712255197,268.9952910824959
18.06803830575767,16.25297553577345,396.11524895993057
2.7494940829247505,3.433743582996296,68.35116124554713
2.785526945015171,2.8175594731885805,58.948554664786165
16.147825774190476,16.344095981736803,382.44760453803127
7.953536739710671,8.860987900319106,196.816790498762
